doculect	latitude	longitude	glottocode	family	concept	form	tokens
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	LAKE	yangcomelh	j a ŋ k o m e ɬ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	LAKE	saanga	s aː ŋ a
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	LAKE	pangcalhva	p a ŋ k a ɬ w a
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	LAKE	va'atsam'-actong	w a ʔ a ts a m ʔ + a k t o ŋ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	BLACK	ac+paas+yam'	a k + p aː s + j a m ʔ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	DUST	aanec	aː n e k
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	DUST	ac+pa'an+ma lhoop'actec	a k + p a ʔ a n + m a + ɬ oː pˀ a k t e k
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	STAR	apyav'a	a p + j a w ʔ a
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	PERSON	enlhet	e n ɬ e t
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	MOTHER	meeme	m eː m e
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	MOTHER	ang+quen'	a ŋ k e n ʔ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	NEAR	nenga'to'	n e ŋ + a ʔ t + o ʔ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	CLOUD	yephopay'	j e pʰ o p ai ʔ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	COME	neng+eelhye+yaam'	n e ŋ + eː ɬ j e + j aː m ʔ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	COME	nen+lhenga+yaam'	n e n + ɬ e ŋ a + j aː m ʔ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	COME	neng+meyay+quenta'	n e ŋ + m ei ai + k e n t a ʔ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	COME	neng+yo'oecta'	n e ŋ + j o ʔ + o e k t a ʔ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	COME	neng+vay'	n e ŋ + w ai ʔ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	COME	nengva'aecta'	n e ŋ + w a ʔ a e + k t a ʔ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	LEAF	aava'	aː + w a ʔ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	LEAF	yamta' aava'	j a m t a ʔ + aː + w a ʔ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	SKY	neeten	n eː t e n
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	BARK	a+yempehec yaamet	a + j e m p e h e k + j aː m e t
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	WHERE	coho	k o h o
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	WHERE	co lha'a	k o + ɬ a ʔ a
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	WHERE	co lha'a m'a	k o + ɬ a ʔ a + m ʔ a
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	WHERE	co lha' acpayhoo	k o + ɬ a ʔ + a k + p ai h oː
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	WHERE	co lha' acyetna	k o + ɬ a ʔ + a k + j e t n + a
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	ROPE	taama'	t aː m a ʔ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	ROPE	taama cyevey'	t aː m a + k + j e w ei ʔ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	ROPE	alhaata'aoc	a ɬ aː t a ʔ a o k
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	HOW	coho	k o h o
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	HOW	co lha'	k o + ɬ a ʔ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	HOW	lha' acteema	ɬ a ʔ + a k + t eː + m a
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	HOW	lha'a m'aa ye	ɬ a ʔ a + m ʔ aː + j e
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	THREE	na'atque'	n a ʔ a t k e ʔ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	WHITE	ac+mop+oy'	a k + m o p + oi ʔ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	WHITE	pac	p a k
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	FAR	makhay'	m a kʰ ai ʔ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	FAR	cat	k a t
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	YEAR	aanyo	aː n j o
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	YEAR	mokhetma	m o kʰ e t m a
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	YEAR	peyaam'	p e j aː m ʔ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	DRINK	neng+ya+am	n e ŋ + j a + a m
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	FLOWER	elhnamoc	e ɬ n a m o k
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	FLOWER	cooques	k oː k e s
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	FALL	nen+tee+yam'	n e n + t eː + j a m ʔ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	FALL	nem+palle+yaam'	n e m + p a l l e + j aː m ʔ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	KNOW (SOMETHING)	neng+movaan	n e ŋ + m o w aː n
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	KNOW (SOMETHING)	neng+ya'as+camcoo	n e ŋ + j a ʔ a s + k a m k oː
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	KNOW (SOMETHING)	neng+yecpel+queemoo	n e ŋ + j e k p e l k eː m oː
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	ASH	taahap	t aː h a p
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	BIG	ac+yevey'	a k + j e w ei ʔ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	BIG	ac+melay'	a k + m e l ai ʔ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	BIG	ac+ya'ye+em	a k + j a ˀj e + e m
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	BIG	ayeelhahaycam'	a j eː ɬ a h ai k a m ʔ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	SHORT	ac+ya'vate+em	a k + j a ˀw a t e + e m
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	FIVE	lhama+emec	ɬ a m a + e + m e k
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	EAT	nen+tom	n e n + t o + m
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	GRASS	manten	m a n t e n
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	GRASS	pa'at	p a ʔ a t
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	ONE	lhama	ɬ a m a
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	ALL	yav'aclhoho	j a w ʔ a + k ɬ + o h o
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	ALL	lha'm+aclho+ho	ɬ a m a + k ɬ + o h o
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	ALL	alaanam+malhcoo	a l + aː n + a m + a ɬ k oː
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	NAME	neng+vesey'	n e ŋ + w e s ei ʔ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	OLD	neng+vaanyam'	n e ŋ + w aː n j a m ʔ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	FATHER	taata	t aː t a
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	FATHER	angyaap	a ŋ + j aː p
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	SMALL	at+quetsec	a t + k e ts e k
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	SMALL	ayetcoc	a j e t k o k
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	SMALL	tes	t e s
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	TWO	a'net	a ʔ n e t
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	TWO	tos	t o s
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	LONG	ac+vena'teem	a k + w e n a ʔ t eː m
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	LONG	cat	k a t
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	INTESTINES	eng+ye'	e ŋ + j e ʔ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	INTESTINES	eng+ye lhangcoc	e ŋ + j e + ɬ a ŋ k o k
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	SMELL (PERCEIVE)	nen+tekhaneem	n e n + t e kʰ a n eː m
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	SMELL (PERCEIVE)	neng+leng+ay'	n e ŋ + l e ŋ + ai ʔ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	TREE	yaamet	j aː m e t
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	TREE	yaamet avhac	j aː m e t + a w h a k
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	SEED	actec	a k t e k
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	SUN	acnem'	a k n e m ʔ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	GIVE	neng+mees+cama	n e ŋ + m eː s + k a m a
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	GIVE	neng+ahaya+am'	n e ŋ + a h a j + aː m ʔ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	FEW	a'net	a ʔ n e t
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	FEW	a'net+o'	a ʔ n e t + o ʔ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	FEW	moclham'a	m o k ɬ a m ʔ a
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	FEW	at+quetsec	a t + k e ts e k
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	FEW	ac+maselhte	a k + m a s e ɬ t e
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	FEW	ayaaselhteeycaoc	a j aː s e ɬ t eː i k a o k
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	FEW	tes	t e s
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	MANY	ac+lha'ma+eclha'	a k + ɬ a ʔ m a + e k ɬ a ʔ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	MANY	ac+lha'ma+clha'	a k + ɬ a ʔ m a + k ɬ a ʔ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	MANY	lha'mo+o'	ɬ a ʔ m o + o ʔ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	MANY	ac+pentalhna+ma	a k + p e n t a ɬ n a + m a
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	MANY	ac+pentalhna+clha'	a k + p e n t a ɬ n a + k ɬ a ʔ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	MANY	tac	t a k
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	MANY	soj	s o x ʔ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	MANY	caascama	k aː s k a m a
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	MANY	cat+laycaoc	k a t + l ai k a o k
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	MANY	motso	m o ts o
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	MANY	ac+pocyahascaoc	a k + p o k j a h a s k a o k
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	MANY	avanhe'	a w a n h e ʔ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	MANY	ac+yevey'	a k + j e w ei ʔ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	MANY	ac+yav'a+clha'	a k + j a w + ʔ a k ɬ a ʔ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	COLD	eequey	eː k ei
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	COLD	quey	k ei
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	COLD	ac+malhqueem+oo	a k + m a ɬ k eː m + oː
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	SIT	nen+tahan+ma	n e n + t a h a n + m a
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	SIT	neng+ma	n e ŋ + m + a
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	FRUIT	ac+yelhna	a k + j e ɬ n a
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	FRUIT	ac+yelhna+ma	a k + j e ɬ n a + m a
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	HOLD	neng+m+aycam'	n e ŋ + m + ai k a m ʔ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	HOLD	neng+m+aycaoc	n e ŋ + m + ai k a o k
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	ANIMAL	a'soc-navhac	a ʔ s o k + n a w h a k
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	ANIMAL	a'soc-navhac nen+tooscama	a ʔ s o k + n a w h a k + n e n + t oː s k a m a
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	MOSQUITO	paaya	p aː j a
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	MOSQUITO	paalac	p aː l a k
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	SPIDER	savaalac	s a w aː l a k
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	SPIDER	yavayque'	j a w ai k e ʔ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	SPIDER	melanma	m e l a n m a
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	CLAW	apheoc	a pʰ e o k
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	ARM	eng+ectong	e ŋ + e k t o ŋ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	HORN (ANATOMY)	ang+quepeetec	a ŋ + k e p eː t e k
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	BEARD	aava-eng+aatong	aː + w a + e ŋ + aː t o ŋ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	CHEST	eng+neenyec	e ŋ + n eː n j e k
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	CHIN	cooneng-eng+aatong	k oː n e ŋ + e ŋ + aː t o ŋ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	LIP	eng+aatong a+yempe+hec	e ŋ + aː t o ŋ + a + j e m p e h e k
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	FINGER	eng+ephehec	e ŋ + e pʰ e h e k
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	ELBOW	em+pengqueptec	e m + p e ŋ k e p t e k
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	FINGERNAIL	ac+mop+oy' eng+ephehec	a k + m o p + oi ʔ + e ŋ + e pʰ e h e k
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	THUNDER	quelhtengyaveyaam'	k e ɬ t e ŋ j a w e j aː m ʔ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	LIGHTNING	quelyenmayaam'	k e l j e n m a j aː m ʔ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	LIGHTNING	anaata	a n aː t a
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	HOUSE	tengma	t e ŋ m a
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	HOUSE	pa'at	p a ʔ a t
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	CHILD (YOUNG HUMAN)	seca'a	s e k a ʔ a
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	CHILD (YOUNG HUMAN)	eeven	eː w e n
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	CHILD (YOUNG HUMAN)	seca'a yetcoc	s e k a ʔ a + j e t k o k
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	CHILD (YOUNG HUMAN)	seca'a pqu+etcoc	s e k a ʔ a + p k + e t k o k
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	ROAD	aamay	aː m ai
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	TEN	savhoo+c-emeoc	s a w h oː k + e + m e o k
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	TEN	tyes	t j e s
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	FLOAT	ac+patme+eycam' yengmen	a k + p a t m e + ei k a m ʔ + j e ŋ m e n
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	FIGHT	neng+elnaap+omma+lhca'	n e ŋ + e l + n aː p + o m m a ɬ k a ʔ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	FIGHT	neng+empokhay'	n e ŋ + e m p o kʰ ai ʔ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	OWL	savaaya	s a w aː j a
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	CAT	cames	k a m e s
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	CAT	quelhcaalhec	k e ɬ k aː ɬ e k
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	BEE	yavhan	j au h a n
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	BEE	yavheene'	j au h eː n e ʔ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	BEE	yaam+yavheene'	j aː m + j au h eː n e ʔ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	BEE	yaanec	j aː n e k
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	BEE	peeyem	p eː j e m
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	BEE	yelpa+p+actec	j e l p a + p + a k t e k
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	PARROT	ta'va'	t a ˀw a ʔ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	PARROT	tamnavsa	t a m n a w s a
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	PARROT	satavaaya	s a t a w aː j a
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	PARROT	caasec	k aː s e k
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	FLEA	maaleng-ascoc	m aː l e ŋ + a s k o k
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	FLEA	semheng-ascoc	s e m h e ŋ + a s k o k
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	FLEA	tata'-ascoc	t a t a ʔ + a s k o k
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	FLEA	lhaapen-'pascoc	ɬ aː p e n + ʔ p + a s k o k
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	FLEA	pomaap-apascoc	p o m aː p + a p + a s k o k
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	DEER	popyet	p o p j e t
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	DEER	lanaep	l a n a e p
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	ANT	malhtentep	m a ɬ t e n t e p
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	ANT	haapong	h aː p o ŋ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	ANT	maaya'moc	m aː j a ʔ m o k
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	ANT	toome-eng+hapamcoc	t oː m e + e ŋ + h a p a m k o k
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	ANT	yevey+p+catcoc	j e w ei + p + k a t k o k
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	ANT	yeeta'	j eː t a ʔ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	ANT	pascongcong	p a s k o ŋ k o ŋ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	ANT	ya'yempe'oc	j a ˀj e m p e ʔ o k
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	ANT	na'ta+maaleng	n a ʔ t a + m aː l e ŋ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	PALM OF HAND	a+va'lhoc eng+mec	a + w a ʔ ɬ o k + e ŋ + m e k
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	FUR	a+yempehec	a + j e m p e h e k
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	HAIR (HEAD)	eng+va'	e ŋ + w a ʔ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	PENIS	en+telhla'	e n + t e ɬ l a ʔ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	SKULL	em+pa'te lhcapoc	e m + p a ʔ t e + ɬ k a p o k
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	LUNG	cohoj eng+ac	k o h o x
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	TESTICLES	em+popoc	e m + p o p o k
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	BELOW OR UNDER	cooneng	k oː n e ŋ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	BED	yetna+ma+clha-neeten	j e t n + a m + a k ɬ a + n eː t e n
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	PLANT (SOMETHING)	neng+an+ma	n e ŋ + a n + m a
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	PLANT (SOMETHING)	neng+en+a+eclha'	n e ŋ + e n + a e k ɬ a ʔ
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	VILLAGE	tengma	t e ŋ m a
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	VILLAGE	naa+tengma	n aː + t e ŋ m a
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	VILLAGE	ap+moolhama	a p + m oː ɬ a m a
Enlhet	-22.54	-58.98	nort2971	Lengua-Mascoy	UP	neeten	n eː t e n
