doculect	latitude	longitude	glottocode	family	concept	form	tokens
Kaluli	-6.45932	142.788	kalu1248	Bosavi	NECK	takas	t a k a s
Kaluli	-6.45932	142.788	kalu1248	Bosavi	NEW	hɔki	h ɔ k i
Kaluli	-6.45932	142.788	kalu1248	Bosavi	NIGHT	nuɽu	n u ɽ u
Kaluli	-6.45932	142.788	kalu1248	Bosavi	NOSE	miki	m i k i
Kaluli	-6.45932	142.788	kalu1248	Bosavi	ONE	akeɽ	a k e ɽ
Kaluli	-6.45932	142.788	kalu1248	Bosavi	RAIN (PRECIPITATION)	hɔn	h ɔ n
Kaluli	-6.45932	142.788	kalu1248	Bosavi	RED	kaneɽɔ	k a n e ɽ ɔ
Kaluli	-6.45932	142.788	kalu1248	Bosavi	ROPE	khikiɽ	kʰ i k i ɽ
Kaluli	-6.45932	142.788	kalu1248	Bosavi	SAND	sɛ	s ɛ
Kaluli	-6.45932	142.788	kalu1248	Bosavi	SEE	pɔpa	p ɔ p a
Kaluli	-6.45932	142.788	kalu1248	Bosavi	SHADE	mama	m a m a
Kaluli	-6.45932	142.788	kalu1248	Bosavi	SKIN	tɔkɔf	t ɔ k ɔ f
Kaluli	-6.45932	142.788	kalu1248	Bosavi	SMALL	hɛɽu	h ɛ ɽ u
Kaluli	-6.45932	142.788	kalu1248	Bosavi	SMOKE (EXHAUST)	hɔmɔn	h ɔ m ɔ n
Kaluli	-6.45932	142.788	kalu1248	Bosavi	STAND	meɽea	m e ɽ e a
Kaluli	-6.45932	142.788	kalu1248	Bosavi	STAR	samin	s a m i n
Kaluli	-6.45932	142.788	kalu1248	Bosavi	SUCK	sitima	s i t i m a
Kaluli	-6.45932	142.788	kalu1248	Bosavi	TAIL	waf	w a f
Kaluli	-6.45932	142.788	kalu1248	Bosavi	TAKE	tima	t i m a
Kaluli	-6.45932	142.788	kalu1248	Bosavi	THICK	kafijɔ	k a f i j ɔ
Kaluli	-6.45932	142.788	kalu1248	Bosavi	TIE	sunuma	s u n u m a
Kaluli	-6.45932	142.788	kalu1248	Bosavi	TONGUE	ejan	e j a n
Kaluli	-6.45932	142.788	kalu1248	Bosavi	TOOTH	pes	p e s
Kaluli	-6.45932	142.788	kalu1248	Bosavi	WATER	hɔn	h ɔ n
Kaluli	-6.45932	142.788	kalu1248	Bosavi	WHAT	ɔpa	ɔ p a
Kaluli	-6.45932	142.788	kalu1248	Bosavi	WHO	ɔpɔ	ɔ p ɔ
Kaluli	-6.45932	142.788	kalu1248	Bosavi	WIDE	pamo	p a m o
Kaluli	-6.45932	142.788	kalu1248	Bosavi	WIND	fɛfɛs	f ɛ f ɛ s
Kaluli	-6.45932	142.788	kalu1248	Bosavi	YESTERDAY	aɽi	a ɽ i
Kanuri	12.0	13.0	cent2050	Saharan	EARTH (SOIL)	cídí	tʃ i d i
Kanuri	12.0	13.0	cent2050	Saharan	SAND	césà	tʃ e s a
Kanuri	12.0	13.0	cent2050	Saharan	SAND	kàttî	k a t t i
Kanuri	12.0	13.0	cent2050	Saharan	WATER	njî	n dʒ i
Kanuri	12.0	13.0	cent2050	Saharan	WOOD	kə̀ská	k ɨ s k a
Kanuri	12.0	13.0	cent2050	Saharan	STONE OR ROCK	kâu	k a u
Kanuri	12.0	13.0	cent2050	Saharan	STAR	shílówù	ʃ i l o w u
Kanuri	12.0	13.0	cent2050	Saharan	SHADE	kàùdí	k a u d i
Kanuri	12.0	13.0	cent2050	Saharan	SHADE	kàfíà	k a f i a
Kanuri	12.0	13.0	cent2050	Saharan	WIND	kàrwâ	k a r w a
Kanuri	12.0	13.0	cent2050	Saharan	RAIN (PRECIPITATION)	də̀lágə̀	d ɨ l a g e
Kanuri	12.0	13.0	cent2050	Saharan	RAIN (PRECIPITATION)	njî_sámìbè	n dʒ i + s a m i b e
Kanuri	12.0	13.0	cent2050	Saharan	FIRE	kánnú	k a n n u
Kanuri	12.0	13.0	cent2050	Saharan	SMOKE (EXHAUST)	kàngê	k a ŋ e
Kanuri	12.0	13.0	cent2050	Saharan	ASH	búgə́	b u g ɨ
Kanuri	12.0	13.0	cent2050	Saharan	BURNING	máltə́	m a l t ɨ
Kanuri	12.0	13.0	cent2050	Saharan	CHILD (DESCENDANT)	tàdá	t a d a
Kanuri	12.0	13.0	cent2050	Saharan	I	wú	w u
Kanuri	12.0	13.0	cent2050	Saharan	THOU	nyí	ɲ i
Kanuri	12.0	13.0	cent2050	Saharan	HE OR SHE OR IT	tí	t i
Kanuri	12.0	13.0	cent2050	Saharan	BIRD	ngúdò	n g u d o
Kanuri	12.0	13.0	cent2050	Saharan	DOG	kə́rì	k ɨ r i
Kanuri	12.0	13.0	cent2050	Saharan	FISH	bə́nyì	b ɨ ɲ i
Kanuri	12.0	13.0	cent2050	Saharan	ANT	cìdàcídà	tʃ i d a tʃ i d a
Kanuri	12.0	13.0	cent2050	Saharan	FLY (INSECT)	cíì	tʃ i i
Kanuri	12.0	13.0	cent2050	Saharan	FLY (INSECT)	kíyí	k i j i
Kanuri	12.0	13.0	cent2050	Saharan	SKIN	kàráwì	k a r a w i
Kanuri	12.0	13.0	cent2050	Saharan	BLOOD	bû	b u
Kanuri	12.0	13.0	cent2050	Saharan	BONE	shíllà	ʃ i l l a
Kanuri	12.0	13.0	cent2050	Saharan	HORN (ANATOMY)	kàngádì	k a ŋ a d i
Kanuri	12.0	13.0	cent2050	Saharan	TAIL	ngàwùrè	n g a w u r e
Kanuri	12.0	13.0	cent2050	Saharan	BACK	ngáwò	n g a w o
Kanuri	12.0	13.0	cent2050	Saharan	EYE	shîm	ʃ i m
Kanuri	12.0	13.0	cent2050	Saharan	EAR	sə́mò	s ɨ m o
Kanuri	12.0	13.0	cent2050	Saharan	NOSE	kə́nzà	k ɨ n z a
Kanuri	12.0	13.0	cent2050	Saharan	MOUTH	cî	tʃ i
Kanuri	12.0	13.0	cent2050	Saharan	TONGUE	tə́làm	t ɨ l a m
Kanuri	12.0	13.0	cent2050	Saharan	TOOTH	tímì	t i m i
Kanuri	12.0	13.0	cent2050	Saharan	TOOTH	shélì	ʃ e l i
Kanuri	12.0	13.0	cent2050	Saharan	NECK	dáwú	d a w u
Kanuri	12.0	13.0	cent2050	Saharan	UPPER LEG (THIGH)	dúnó	d u n o
Kanuri	12.0	13.0	cent2050	Saharan	KNEE	ngùrúmngúrùm	n g u r u m ŋ u r u m
Kanuri	12.0	13.0	cent2050	Saharan	WING	féfétò	f e f e t o
Kanuri	12.0	13.0	cent2050	Saharan	BREAST	tə́gàm	t ɨ g a m
Kanuri	12.0	13.0	cent2050	Saharan	NAVEL	dàwùdí	d a w u d i
Kanuri	12.0	13.0	cent2050	Saharan	LIVER	kə̀máttə̀n	k ɨ m a t t ɨ n
Kanuri	12.0	13.0	cent2050	Saharan	LIVER	dádámì	d a d a m i
Kanuri	12.0	13.0	cent2050	Saharan	BITE	tímìn_tà	t i m i n + t a
Kanuri	12.0	13.0	cent2050	Saharan	BITE	nàndò	n a n d o
Kanuri	12.0	13.0	cent2050	Saharan	EAT	bù	b u
Kanuri	12.0	13.0	cent2050	Saharan	DRINK	njâ	n dʒ a
Kanuri	12.0	13.0	cent2050	Saharan	SUCK	mə̀láttə́	m ɨ l a t t ɨ
Kanuri	12.0	13.0	cent2050	Saharan	SUCK	yəmbò	j ɨ m b o
Kanuri	12.0	13.0	cent2050	Saharan	GRIND	nyètə́	ɲ e t ɨ
Kanuri	12.0	13.0	cent2050	Saharan	GRIND	gə̀wə́rtə́	g ɨ w ɨ r t ɨ
Kanuri	12.0	13.0	cent2050	Saharan	SALT	mándá	m a n d a
Kanuri	12.0	13.0	cent2050	Saharan	EGG	ngə́wə́l	n g ɨ w ɨ l
Kanuri	12.0	13.0	cent2050	Saharan	HOUSE	fátò	f a t o
Kanuri	12.0	13.0	cent2050	Saharan	ROOT	fə́rtə̀	f ɨ r t e
Kanuri	12.0	13.0	cent2050	Saharan	ROOT	jâr	dʒ a r
Kanuri	12.0	13.0	cent2050	Saharan	LEAF	kálú	k a l u
Kanuri	12.0	13.0	cent2050	Saharan	LEAF	lámbù	l a m b u
Kanuri	12.0	13.0	cent2050	Saharan	TIE	kúrtútə́	k u r t u t ɨ
Kanuri	12.0	13.0	cent2050	Saharan	ROPE	jê	dʒ e
Kanuri	12.0	13.0	cent2050	Saharan	STRIKE OR BEAT	báktə́	b a k t ɨ
Kanuri	12.0	13.0	cent2050	Saharan	FALL	nzùrò	n z u r o
Kanuri	12.0	13.0	cent2050	Saharan	BLOW (OF WIND)	fùtə́	f u t ɨ
Kanuri	12.0	13.0	cent2050	Saharan	RUN	ngə́rə̀m	n g ɨ r ɨ m
Kanuri	12.0	13.0	cent2050	Saharan	RUN	kàsò	k a s o
Kanuri	12.0	13.0	cent2050	Saharan	GO	lètə̀	l e t e
Kanuri	12.0	13.0	cent2050	Saharan	COME	ísò	i s o
Kanuri	12.0	13.0	cent2050	Saharan	CARRY	ngótə́	n g o t ɨ
Kanuri	12.0	13.0	cent2050	Saharan	TAKE	gòtə̀	g o t e
Kanuri	12.0	13.0	cent2050	Saharan	GIVE	yìò	j i o
Kanuri	12.0	13.0	cent2050	Saharan	STAND	dàtə́	d a t ɨ
Kanuri	12.0	13.0	cent2050	Saharan	FAR	cíndə̀	tʃ i n d e
Kanuri	12.0	13.0	cent2050	Saharan	BIG	kúrà	k u r a
Kanuri	12.0	13.0	cent2050	Saharan	SMALL	gàná	g a n a
Kanuri	12.0	13.0	cent2050	Saharan	SMALL	kòrí	k o r i
Kanuri	12.0	13.0	cent2050	Saharan	SMALL	kàbə́gə̀	k a b ɨ g e
Kanuri	12.0	13.0	cent2050	Saharan	LONG	kùrúwù	k u r u w u
Kanuri	12.0	13.0	cent2050	Saharan	LONG	dátə̀à	d a t ɨ a
Kanuri	12.0	13.0	cent2050	Saharan	WIDE	fárán	f a r a n
Kanuri	12.0	13.0	cent2050	Saharan	THICK	gàjàjàk	g a dʒ a dʒ a k
Kanuri	12.0	13.0	cent2050	Saharan	ONE	tìló	t i l o
Kanuri	12.0	13.0	cent2050	Saharan	ONE	fál	f a l
Kanuri	12.0	13.0	cent2050	Saharan	ONE	lókkù	l o k k u
Kanuri	12.0	13.0	cent2050	Saharan	NEW	bə̀lîn	b ɨ l i n
Kanuri	12.0	13.0	cent2050	Saharan	OLD	cárì	tʃ a r i
Kanuri	12.0	13.0	cent2050	Saharan	NIGHT	bə́né	b ɨ n e
Kanuri	12.0	13.0	cent2050	Saharan	YESTERDAY	bískà	b i s k a
Kanuri	12.0	13.0	cent2050	Saharan	SWEET	lélé	l e l e
Kanuri	12.0	13.0	cent2050	Saharan	SWEET	kə̀jî	k ɨ dʒ i
Kanuri	12.0	13.0	cent2050	Saharan	BITTER	cîm	tʃ i m
Kanuri	12.0	13.0	cent2050	Saharan	HEAR	fàntə́	f a n t ɨ
Kanuri	12.0	13.0	cent2050	Saharan	SEE	rò	r o
Kanuri	12.0	13.0	cent2050	Saharan	BLACK	sə́lə́m	s ɨ l ɨ m
Kanuri	12.0	13.0	cent2050	Saharan	RED	cìmé	tʃ i m e
Kanuri	12.0	13.0	cent2050	Saharan	HARD	cíbbù	tʃ i b b u
Kanuri	12.0	13.0	cent2050	Saharan	HEAVY	kùrwówù	k u r w o w u
Kanuri	12.0	13.0	cent2050	Saharan	LAUGH	kàsúsù	k a s u s u
Kanuri	12.0	13.0	cent2050	Saharan	CRY	sô	s o
Kanuri	12.0	13.0	cent2050	Saharan	GOOD	kə̀jî	k ɨ dʒ i
Kanuri	12.0	13.0	cent2050	Saharan	WHAT	àbí	a b i
Kanuri	12.0	13.0	cent2050	Saharan	WHO	ndú	n d u
Kanuri	12.0	13.0	cent2050	Saharan	SAY	nə̀	n e
Kanuri	12.0	13.0	cent2050	Saharan	SAY	gùltə́	g u l t ɨ
Kanuri	12.0	13.0	cent2050	Saharan	NAME	cû	tʃ u
Kanuri	12.0	13.0	cent2050	Saharan	NOT	bâ	b a
Kanuri	12.0	13.0	cent2050	Saharan	NOT	gə̀nyí	g ɨ ɲ i
Kanuri	12.0	13.0	cent2050	Saharan	THIS	ádə̀	a d e
Kanuri	12.0	13.0	cent2050	Saharan	IN	-làn	l a n
Oroqen	51.2829	126.111	oroq1238	Tungusic	EARTH (SOIL)	tʊkala	t ʊ k a l a
Oroqen	51.2829	126.111	oroq1238	Tungusic	SAND	ʃirgi	ʃ i r g i
Oroqen	51.2829	126.111	oroq1238	Tungusic	WATER	mu:	m uː
Oroqen	51.2829	126.111	oroq1238	Tungusic	WOOD	mɔ:	m ɔː
Oroqen	51.2829	126.111	oroq1238	Tungusic	STONE OR ROCK	dʒɔlɔ	dʒ ɔ l ɔ
Oroqen	51.2829	126.111	oroq1238	Tungusic	STONE OR ROCK	iʃɛkək	i ʃ ɛ k ə k
Oroqen	51.2829	126.111	oroq1238	Tungusic	STAR	ɔʃɪkta	ɔ ʃ ɪ k t a
Oroqen	51.2829	126.111	oroq1238	Tungusic	SHADE	ʃinmun	ʃ i n m u n
Oroqen	51.2829	126.111	oroq1238	Tungusic	SHADE	aɲan	a ɲ a n
Oroqen	51.2829	126.111	oroq1238	Tungusic	WIND	ədin	ə d i n
Oroqen	51.2829	126.111	oroq1238	Tungusic	RAIN (PRECIPITATION)	tigdə	t i g d ə
Oroqen	51.2829	126.111	oroq1238	Tungusic	FIRE	tɔɣɔ	t ɔ ɣ ɔ
Oroqen	51.2829	126.111	oroq1238	Tungusic	SMOKE (EXHAUST)	ʃaŋŋan	ʃ a ŋː a n
Oroqen	51.2829	126.111	oroq1238	Tungusic	ASH	uləptən	u l ə p t ə n
Oroqen	51.2829	126.111	oroq1238	Tungusic	BURNING	dʒəgdə-	dʒ ə g d ə
Oroqen	51.2829	126.111	oroq1238	Tungusic	CHILD (DESCENDANT)	utə	u t ə
Oroqen	51.2829	126.111	oroq1238	Tungusic	I	bi:	b iː
Oroqen	51.2829	126.111	oroq1238	Tungusic	THOU	ʃi:	ʃ iː
Oroqen	51.2829	126.111	oroq1238	Tungusic	HE OR SHE OR IT	nɔ:nɪn	n ɔː n ɪ n
Oroqen	51.2829	126.111	oroq1238	Tungusic	HE OR SHE OR IT	tarɪ	t a r ɪ
Oroqen	51.2829	126.111	oroq1238	Tungusic	BIRD	tʃinəkə	tʃ i n ə k ə
Oroqen	51.2829	126.111	oroq1238	Tungusic	DOG	ŋanakin	ŋ a n a k i n
Oroqen	51.2829	126.111	oroq1238	Tungusic	FISH	ɔlɔ	ɔ l ɔ
Oroqen	51.2829	126.111	oroq1238	Tungusic	ANT	iriktə	i r i k t ə
Oroqen	51.2829	126.111	oroq1238	Tungusic	FLY (INSECT)	dilkə:tʃən	d i l k əː tʃ ə n
Oroqen	51.2829	126.111	oroq1238	Tungusic	SKIN	nana	n a n a
Oroqen	51.2829	126.111	oroq1238	Tungusic	SKIN	ilə	i l ə
Oroqen	51.2829	126.111	oroq1238	Tungusic	BLOOD	ʃə:kʃə	ʃ əː k ʃ ə
Oroqen	51.2829	126.111	oroq1238	Tungusic	BONE	gɪramna	g ɪ r a m n a
Oroqen	51.2829	126.111	oroq1238	Tungusic	HORN (ANATOMY)	i:gə	iː g ə
Oroqen	51.2829	126.111	oroq1238	Tungusic	HORN (ANATOMY)	i:yə	iː y ə
Oroqen	51.2829	126.111	oroq1238	Tungusic	TAIL	irgi	i r g i
Oroqen	51.2829	126.111	oroq1238	Tungusic	BACK	ʃɔgdɔnɔ	ʃ ɔ g d ɔ n ɔ
Oroqen	51.2829	126.111	oroq1238	Tungusic	EYE	yɛ:ʃa	y ɛː ʃ a
Oroqen	51.2829	126.111	oroq1238	Tungusic	EAR	ʃɛ:n	ʃ ɛː n
Oroqen	51.2829	126.111	oroq1238	Tungusic	NOSE	ɔŋɔktɔ	ɔ ŋ ɔ k t ɔ
Oroqen	51.2829	126.111	oroq1238	Tungusic	MOUTH	amŋa	a m ŋ a
Oroqen	51.2829	126.111	oroq1238	Tungusic	TONGUE	iŋi	i ŋ i
Oroqen	51.2829	126.111	oroq1238	Tungusic	TOOTH	iktə	i k t ə
Oroqen	51.2829	126.111	oroq1238	Tungusic	NECK	nɪkɪmna	n ɪ k ɪ m n a
Oroqen	51.2829	126.111	oroq1238	Tungusic	UPPER LEG (THIGH)	bɔ:kan	b ɔː k a n
Oroqen	51.2829	126.111	oroq1238	Tungusic	KNEE	əŋŋən	ə ŋː ə n
Oroqen	51.2829	126.111	oroq1238	Tungusic	WING	dəktilə	d ə k t i l ə
Oroqen	51.2829	126.111	oroq1238	Tungusic	WING	dəktələ	d ə k t ə l ə
Oroqen	51.2829	126.111	oroq1238	Tungusic	WING	aʃakɪ:	a ʃ a k ɪː
Oroqen	51.2829	126.111	oroq1238	Tungusic	BREAST	ukun	u k u n
Oroqen	51.2829	126.111	oroq1238	Tungusic	NAVEL	tʃʊŋŋʊrʊ	tʃ ʊ ŋː ʊ r ʊ
Oroqen	51.2829	126.111	oroq1238	Tungusic	LIVER	a:kin	aː k i n
Oroqen	51.2829	126.111	oroq1238	Tungusic	BITE	kɪk-	k ɪ k
Oroqen	51.2829	126.111	oroq1238	Tungusic	EAT	dʒəb-	dʒ ə b
Oroqen	51.2829	126.111	oroq1238	Tungusic	DRINK	um-	u m
Oroqen	51.2829	126.111	oroq1238	Tungusic	SUCK	lʊpkʊ-	l ʊ p k ʊ
Oroqen	51.2829	126.111	oroq1238	Tungusic	GRIND	uru:-	u r uː
Oroqen	51.2829	126.111	oroq1238	Tungusic	GRIND	iŋdə:-	i ŋ d əː
Oroqen	51.2829	126.111	oroq1238	Tungusic	SALT	katagan	k a t a g a n
Oroqen	51.2829	126.111	oroq1238	Tungusic	SALT	dɔ:sun	d ɔː s u n
Oroqen	51.2829	126.111	oroq1238	Tungusic	EGG	ʊmʊkta	ʊ m ʊ k t a
Oroqen	51.2829	126.111	oroq1238	Tungusic	HOUSE	dʒu:	dʒ uː
Oroqen	51.2829	126.111	oroq1238	Tungusic	ROOT	təkən	t ə k ə n
Oroqen	51.2829	126.111	oroq1238	Tungusic	LEAF	abdana	a b d a n a
Oroqen	51.2829	126.111	oroq1238	Tungusic	LEAF	nabʊtʃɪ	n a b ʊ tʃ ɪ
Oroqen	51.2829	126.111	oroq1238	Tungusic	TIE	u:yi-	uː y i
Oroqen	51.2829	126.111	oroq1238	Tungusic	TIE	ərkə-	ə r k ə
Oroqen	51.2829	126.111	oroq1238	Tungusic	ROPE	uʃikən	u ʃ i k ə n
Oroqen	51.2829	126.111	oroq1238	Tungusic	ROPE	ʊrkʊn	ʊ r k ʊ n
Oroqen	51.2829	126.111	oroq1238	Tungusic	STRIKE OR BEAT	mʊnda:-	m ʊ n d aː
Oroqen	51.2829	126.111	oroq1238	Tungusic	FALL	tik-	t i k
Oroqen	51.2829	126.111	oroq1238	Tungusic	BLOW (OF WIND)	u:-	uː
Oroqen	51.2829	126.111	oroq1238	Tungusic	RUN	tʊkʃa-	t ʊ k ʃ a
Oroqen	51.2829	126.111	oroq1238	Tungusic	GO	ŋənə-	ŋ ə n ə
Oroqen	51.2829	126.111	oroq1238	Tungusic	COME	əmə-	ə m ə
Oroqen	51.2829	126.111	oroq1238	Tungusic	CARRY	dʒu:-	dʒ uː
Oroqen	51.2829	126.111	oroq1238	Tungusic	TAKE	dʒɔ:-	dʒ ɔː
Oroqen	51.2829	126.111	oroq1238	Tungusic	GIVE	bu:-	b uː
Oroqen	51.2829	126.111	oroq1238	Tungusic	STAND	ɪlɪ-	ɪ l ɪ
Oroqen	51.2829	126.111	oroq1238	Tungusic	FAR	gɔrɔ	g ɔ r ɔ
Oroqen	51.2829	126.111	oroq1238	Tungusic	BIG	əgdiŋə	ə g d i ŋ ə
Oroqen	51.2829	126.111	oroq1238	Tungusic	SMALL	nitʃukun	n i tʃ u k u n
Oroqen	51.2829	126.111	oroq1238	Tungusic	LONG	ŋʊnʊm	ŋ ʊ n ʊ m
Oroqen	51.2829	126.111	oroq1238	Tungusic	WIDE	əŋŋəl	ə ŋː ə l
Oroqen	51.2829	126.111	oroq1238	Tungusic	WIDE	aɣum	a ɣ u m
Oroqen	51.2829	126.111	oroq1238	Tungusic	THICK	dɪram	d ɪ r a m
Oroqen	51.2829	126.111	oroq1238	Tungusic	ONE	umun	u m u n
Oroqen	51.2829	126.111	oroq1238	Tungusic	NEW	irkəkin	i r k ə k i n
Oroqen	51.2829	126.111	oroq1238	Tungusic	OLD	ʃagdɪ	ʃ a g d ɪ
Oroqen	51.2829	126.111	oroq1238	Tungusic	NIGHT	dɔlbɔ	d ɔ l b ɔ
Oroqen	51.2829	126.111	oroq1238	Tungusic	YESTERDAY	ti:nəwə	t iː n ə w ə
Oroqen	51.2829	126.111	oroq1238	Tungusic	SWEET	dʒʊtɪ	dʒ ʊ t ɪ
Oroqen	51.2829	126.111	oroq1238	Tungusic	BITTER	gʊtɪ	g ʊ t ɪ
Oroqen	51.2829	126.111	oroq1238	Tungusic	HEAR	dɔ:ldi-	d ɔː l d i
Oroqen	51.2829	126.111	oroq1238	Tungusic	SEE	itʃə-	i tʃ ə
Oroqen	51.2829	126.111	oroq1238	Tungusic	BLACK	kɔŋnɔrɪn	k ɔ ŋ n ɔ r ɪ n
Oroqen	51.2829	126.111	oroq1238	Tungusic	RED	ʊla:rɪn	ʊ l aː r ɪ n
Oroqen	51.2829	126.111	oroq1238	Tungusic	HARD	katangʊ	k a t a n g ʊ
Oroqen	51.2829	126.111	oroq1238	Tungusic	HEAVY	urgə	u r g ə
Oroqen	51.2829	126.111	oroq1238	Tungusic	LAUGH	iɲə-	i ɲ ə
Oroqen	51.2829	126.111	oroq1238	Tungusic	CRY	ʃɔŋɔ-	ʃ ɔ ŋ ɔ
Oroqen	51.2829	126.111	oroq1238	Tungusic	GOOD	aya	a y a
Oroqen	51.2829	126.111	oroq1238	Tungusic	WHAT	ikun	i k u n
Oroqen	51.2829	126.111	oroq1238	Tungusic	WHO	ni:	n iː
Oroqen	51.2829	126.111	oroq1238	Tungusic	SAY	un-	u n
Oroqen	51.2829	126.111	oroq1238	Tungusic	SAY	gun-	g u n
Oroqen	51.2829	126.111	oroq1238	Tungusic	NAME	gərbi	g ə r b i
Oroqen	51.2829	126.111	oroq1238	Tungusic	NOT	ə-	ə
Oroqen	51.2829	126.111	oroq1238	Tungusic	THIS	əri	ə r i
Zarma	12.8554	2.41173	zarm1239	Songhay	ANT	annoori	a nː oː r i
Zarma	12.8554	2.41173	zarm1239	Songhay	ASH	boosu	b oː s u
Zarma	12.8554	2.41173	zarm1239	Songhay	BACK	banda	b a n d a
Zarma	12.8554	2.41173	zarm1239	Songhay	BIG	beeri	b eː r i
Zarma	12.8554	2.41173	zarm1239	Songhay	BIRD	curoize	c u r o i z e
Zarma	12.8554	2.41173	zarm1239	Songhay	BITE	nama	n a m a
Zarma	12.8554	2.41173	zarm1239	Songhay	BITTER	fottu	f o tː u
Zarma	12.8554	2.41173	zarm1239	Songhay	BLACK	bi	b i
Zarma	12.8554	2.41173	zarm1239	Songhay	BLOOD	kuri	k u r i
Zarma	12.8554	2.41173	zarm1239	Songhay	BLOW (OF WIND)	funsu	f u n s u
Zarma	12.8554	2.41173	zarm1239	Songhay	BONE	biri	b i r i
Zarma	12.8554	2.41173	zarm1239	Songhay	BREAST	fafe	f a f e
Zarma	12.8554	2.41173	zarm1239	Songhay	CARRY	ɟare	ɟ a r e
Zarma	12.8554	2.41173	zarm1239	Songhay	COME	saatu	s aː t u
Zarma	12.8554	2.41173	zarm1239	Songhay	CRY	he	h e
Zarma	12.8554	2.41173	zarm1239	Songhay	DOG	hansi	h a n s i
Zarma	12.8554	2.41173	zarm1239	Songhay	DRINK	haŋ	h a ŋ
Zarma	12.8554	2.41173	zarm1239	Songhay	EAR	hanga	h a n g a
Zarma	12.8554	2.41173	zarm1239	Songhay	EARTH (SOIL)	laabu	l aː b u
Zarma	12.8554	2.41173	zarm1239	Songhay	EAT	ŋwa	ŋʷ a
Zarma	12.8554	2.41173	zarm1239	Songhay	EGG	gunguri	g u n g u r i
Zarma	12.8554	2.41173	zarm1239	Songhay	EYE	mo	m o
Zarma	12.8554	2.41173	zarm1239	Songhay	FALL	kaŋ	k a ŋ
Zarma	12.8554	2.41173	zarm1239	Songhay	FAR	mooru	m oː r u
Zarma	12.8554	2.41173	zarm1239	Songhay	FIRE	danɟi	d a n ɟ i
Zarma	12.8554	2.41173	zarm1239	Songhay	FISH	hamisa	h a m i s a
Zarma	12.8554	2.41173	zarm1239	Songhay	FLY (INSECT)	deesi	d eː s i
Zarma	12.8554	2.41173	zarm1239	Songhay	GIVE	no	n o
Zarma	12.8554	2.41173	zarm1239	Songhay	GO	koj	k o j
Zarma	12.8554	2.41173	zarm1239	Songhay	GOOD	boori	b oː r i
Zarma	12.8554	2.41173	zarm1239	Songhay	HAIR	boŋ_hamni	b o ŋ + h a m n i
Zarma	12.8554	2.41173	zarm1239	Songhay	HARD	sandi	s a n d i
Zarma	12.8554	2.41173	zarm1239	Songhay	HE OR SHE OR IT	a	a
Zarma	12.8554	2.41173	zarm1239	Songhay	HEAR	ma	m a
Zarma	12.8554	2.41173	zarm1239	Songhay	HEAVY	ga_tin	g a + t i n
Zarma	12.8554	2.41173	zarm1239	Songhay	HIDE	tugu	t u g u
Zarma	12.8554	2.41173	zarm1239	Songhay	HORN (ANATOMY)	hilli	h i lː i
Zarma	12.8554	2.41173	zarm1239	Songhay	HOUSE	fu	f u
Zarma	12.8554	2.41173	zarm1239	Songhay	I	aj	a j
Zarma	12.8554	2.41173	zarm1239	Songhay	IN	ra	r a
Zarma	12.8554	2.41173	zarm1239	Songhay	KNEE	kange	k a n g e
Zarma	12.8554	2.41173	zarm1239	Songhay	KNOW	baj	b a j
Zarma	12.8554	2.41173	zarm1239	Songhay	LAUGH	haaru	h aː r u
Zarma	12.8554	2.41173	zarm1239	Songhay	LEAF	turi_kopto	t u r i + k o p t o
Zarma	12.8554	2.41173	zarm1239	Songhay	UPPER LEG (THIGH)	ce	c e
Zarma	12.8554	2.41173	zarm1239	Songhay	LIVER	tasa	t a s a
Zarma	12.8554	2.41173	zarm1239	Songhay	LONG	kuuku	k uː k u
Zarma	12.8554	2.41173	zarm1239	Songhay	LOUSE	gani	g a n i
Zarma	12.8554	2.41173	zarm1239	Songhay	MOUTH	me	m e
Zarma	12.8554	2.41173	zarm1239	Songhay	NAME	ma	m a
Zarma	12.8554	2.41173	zarm1239	Songhay	NAVEL	fume	f u m e
Zarma	12.8554	2.41173	zarm1239	Songhay	NECK	ɟinde	ɟ i n d e
Zarma	12.8554	2.41173	zarm1239	Songhay	NIGHT	cini	c i n i
Zarma	12.8554	2.41173	zarm1239	Songhay	NOSE	niine	n iː n e
Zarma	12.8554	2.41173	zarm1239	Songhay	NOT	manti	m a n t i
Zarma	12.8554	2.41173	zarm1239	Songhay	ONE	afo	a f o
Zarma	12.8554	2.41173	zarm1239	Songhay	RAIN (PRECIPITATION)	beena_hari	b eː n a + h a r i
Zarma	12.8554	2.41173	zarm1239	Songhay	RED	ciraj	c i r a j
Zarma	12.8554	2.41173	zarm1239	Songhay	ROOT	kaaɟi_tuuri_kaaɟi	k aː ɟ i + t uː r i + k aː ɟ i
Zarma	12.8554	2.41173	zarm1239	Songhay	ROPE	korfo	k o r f o
Zarma	12.8554	2.41173	zarm1239	Songhay	RUN	zuru	z u r u
Zarma	12.8554	2.41173	zarm1239	Songhay	SAND	taasi	t aː s i
Zarma	12.8554	2.41173	zarm1239	Songhay	SAY	ne	n e
Zarma	12.8554	2.41173	zarm1239	Songhay	SEE	di	d i
Zarma	12.8554	2.41173	zarm1239	Songhay	SHADE	bi	b i
Zarma	12.8554	2.41173	zarm1239	Songhay	SKIN	kuru	k u r u
